City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
223,chaupal,30.95,77.5833,32.25,43,0,5.82,IN,2023-02-01 01:22:38
224,jacmel,18.2342,-72.5347,78.64,84,44,3.67,HT,2023-02-01 01:22:38
225,inhambane,-23.865,35.3833,77.88,66,76,10.69,MZ,2023-02-01 01:22:39
226,nogliki,51.8333,143.1667,-1.41,88,37,10.85,RU,2023-02-01 01:22:39
227,camacha,33.0833,-16.3333,56.62,63,20,17.27,PT,2023-02-01 01:22:39
228,zambezi,-13.5432,23.1047,62.65,95,100,1.68,ZM,2023-02-01 01:22:40
229,zabol,32.25,67.25,25.12,77,95,8.93,AF,2023-02-01 01:22:40
230,alofi,-19.0595,-169.9187,82.29,83,75,10.36,NU,2023-02-01 01:22:41
231,anloga,5.7947,0.8973,80.01,81,96,4.92,GH,2023-02-01 01:22:41
232,samarai,-10.6167,150.6667,85.05,67,100,1.28,PG,2023-02-01 01:22:42
233,trincomalee,8.5711,81.2335,75.16,92,100,20.69,LK,2023-02-01 01:22:42
234,nizhniy kuranakh,58.8353,125.4869,-12.71,95,100,6.55,RU,2023-02-01 01:22:42
235,khasan,42.4308,130.6434,22.3,76,100,9.95,RU,2023-02-01 01:22:43
236,rawson,-43.3002,-65.1023,61.45,59,0,18.05,AR,2023-02-01 01:20:41
237,port-gentil,-0.7193,8.7815,80.33,79,78,15.35,GA,2023-02-01 01:22:43
238,saint-agapit,46.5629,-71.4352,2.68,96,98,5.79,CA,2023-02-01 01:22:44
239,kavieng,-2.5744,150.7967,84.38,68,97,7.07,PG,2023-02-01 01:22:44
240,ayan,56.45,138.1667,-6.25,64,100,13.49,RU,2023-02-01 01:22:44
241,broken hill,-31.95,141.4333,74.62,33,0,14.52,AU,2023-02-01 01:22:45
242,preobrazheniye,42.9019,133.9064,24.01,91,100,6.53,RU,2023-02-01 01:22:45
243,roebourne,-20.7833,117.1333,91.81,49,59,8.08,AU,2023-02-01 01:22:46
244,torbay,47.6666,-52.7314,31.39,95,100,9.22,CA,2023-02-01 01:22:46
245,brodick,55.5754,-5.1472,45.34,82,98,27.69,GB,2023-02-01 01:22:47
246,techiman,7.5862,-1.9414,75.11,29,97,3.36,GH,2023-02-01 01:22:47
247,lagoa,39.05,-27.9833,56.89,69,97,11.9,PT,2023-02-01 01:22:47
248,xuddur,4.1213,43.8894,65.7,85,4,14.36,SO,2023-02-01 01:22:48
249,saint-augustin,51.226,-58.6502,-3.57,81,3,10.45,CA,2023-02-01 01:22:48
250,ust-nera,64.5667,143.2,-10.73,97,100,4.05,RU,2023-02-01 01:22:48
251,isangel,-19.55,169.2667,83.88,72,100,2.15,VU,2023-02-01 01:22:49
252,uyemskiy,64.4743,40.8524,28.45,86,100,11.18,RU,2023-02-01 01:22:49
253,inuvik,68.3499,-133.7218,-19.34,69,20,3.44,CA,2023-02-01 01:22:50
254,sorong,-0.8833,131.25,83.23,76,100,10.6,ID,2023-02-01 01:22:50
255,la macarena,2.1837,-73.7849,79.12,47,11,4.29,CO,2023-02-01 01:22:50
256,teacapan,22.55,-105.75,70.0,63,100,7.05,MX,2023-02-01 01:22:51
257,hami,42.8,93.45,24.75,32,99,4.68,CN,2023-02-01 01:22:51
