City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
22,balykshi,47.0667,51.8667,19.4,63,40,11.18,KZ,2023-02-01 00:48:25
23,qaanaaq,77.484,-69.3632,-7.11,47,80,8.23,GL,2023-02-01 00:48:25
24,souillac,-20.5167,57.5167,79.18,83,40,5.75,MU,2023-02-01 00:48:26
25,tasiilaq,65.6145,-37.6368,8.76,75,98,5.97,GL,2023-02-01 00:48:26
26,neiafu,-18.65,-173.9833,84.88,79,75,9.22,TO,2023-02-01 00:48:27
27,mar del plata,-38.0023,-57.5575,69.87,88,75,11.5,AR,2023-02-01 00:48:27
28,rikitea,-23.1203,-134.9692,79.25,73,1,14.05,PF,2023-02-01 00:48:27
29,mataura,-46.1927,168.8643,70.27,75,100,2.24,NZ,2023-02-01 00:48:28
30,provideniya,64.3833,-173.3,23.11,86,100,2.24,RU,2023-02-01 00:48:28
31,longyearbyen,78.2186,15.6401,15.64,67,20,14.97,SJ,2023-02-01 00:48:28
32,puerto escondido,15.85,-97.0667,83.23,74,0,6.91,MX,2023-02-01 00:43:35
33,upernavik,72.7868,-56.1549,-2.87,93,100,13.31,GL,2023-02-01 00:48:29
34,kapaa,22.0752,-159.319,80.58,80,40,9.22,US,2023-02-01 00:48:29
35,hofn,64.2539,-15.2082,27.72,65,87,15.3,IS,2023-02-01 00:48:30
36,ushuaia,-54.8,-68.3,56.86,51,40,13.8,AR,2023-02-01 00:48:30
37,anadyr,64.75,177.4833,28.9,92,75,24.61,RU,2023-02-01 00:48:31
38,vardo,70.3705,31.1107,33.78,75,100,25.32,NO,2023-02-01 00:48:31
39,bathsheba,13.2167,-59.5167,74.01,78,20,5.75,BB,2023-02-01 00:48:32
40,sept-iles,50.2001,-66.3821,5.0,73,40,8.05,CA,2023-02-01 00:48:32
41,asau,46.4333,26.4,29.32,92,44,6.11,RO,2023-02-01 00:48:33
42,barrow,71.2906,-156.7887,-5.78,77,0,27.63,US,2023-02-01 00:48:33
43,butaritari,3.0707,172.7902,80.38,78,100,17.47,KI,2023-02-01 00:48:33
44,kaoma,-14.7833,24.8,63.27,98,100,3.06,ZM,2023-02-01 00:48:34
45,yamada,39.4667,141.95,40.41,55,8,11.81,JP,2023-02-01 00:48:34
46,kodiak,57.79,-152.4072,38.71,93,100,8.05,US,2023-02-01 00:48:35
